@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Bent-Beak-Riffraff,Blue-collared-Zipper,Bombadil,Broad-winged-Jojo,Canadian-Cootamum,Carries-Champagne-Pipit,Darkwing-Sparrow,Eastern-Corn-Skeet,Green-Tipped-Scarlet-Pipit,Lesser-Birchbeere,Orange-Pine-Plover,Ordinary-Snape,Pinkfinch,Purple-Tooting-Tout,Qax,Queenscoat,Rose-Crested-Blue-Pipit,Scrawny-Jay,Vermillion-Trillian}

@DATA
0.151343,0.009280,3.237829,0.165476,0.126782,1.291435,0.005118,0.233559,-28.113246,0.458489,0.038477,-0.046011,-0.118827,-0.014048,0.263231,0.019078,0.029266,0.023658,-0.038391,0.040259,0.228449,0.004057,0.003591,0.011516,0.008800,0.010288,0.003046,0.009180,0.003087,0.004327,0.005120,0.005490,0.002660,0.006776,0.019273,0.013246,0.074938,0.011128,0.016709,0.260828,0.009740,0.025120,0.952209,0.363668,0.305340,0.280836,0.229046,0.207785,0.199140,0.219523,0.195595,0.176069,0.207108,0.158744,0.163552,0.002880,0.002733,0.009631,0.006955,0.010174,0.002007,0.008258,0.003774,0.004030,0.005713,0.005918,0.002309,0.005297,Bent-Beak-Riffraff
0.171632,0.003331,3.194413,0.220405,0.164737,1.444555,0.002986,0.249855,-31.826731,-3.029159,0.661816,0.149227,-0.261263,0.418222,-0.153368,-0.048568,0.182729,-0.123944,0.138532,0.048817,-0.062854,0.003039,0.003568,0.002814,0.002451,0.001631,0.001566,0.001340,0.001311,0.002049,0.003468,0.002343,0.003036,0.002713,0.016395,0.005426,0.127488,0.016437,0.013972,0.271764,0.001753,0.028921,1.074766,0.448064,0.272552,0.262099,0.223043,0.213093,0.175693,0.176561,0.163013,0.158266,0.157860,0.158219,0.144811,0.002671,0.003758,0.002126,0.002218,0.002202,0.001733,0.001293,0.001794,0.002900,0.002815,0.002469,0.003202,0.001734,Bent-Beak-Riffraff
0.060637,0.006092,3.146617,0.119498,0.157428,0.463131,0.003684,0.089305,-24.750318,1.523883,-0.275827,0.074961,-0.448540,-0.301256,-0.080899,0.115850,0.168203,0.190553,-0.177277,-0.208983,-0.019077,0.018366,0.011613,0.021846,0.011130,0.014396,0.009167,0.013579,0.002250,0.007054,0.015164,0.020761,0.020083,0.010489,0.019545,0.003369,0.155874,0.012084,0.014860,0.164482,0.000897,0.022510,0.933298,0.371871,0.227870,0.180993,0.160788,0.176693,0.163604,0.163817,0.166962,0.148571,0.137062,0.154091,0.136163,0.010147,0.009705,0.012363,0.006444,0.008201,0.005444,0.007971,0.001611,0.004304,0.009446,0.011573,0.014493,0.003364,Bent-Beak-Riffraff
0.162541,0.011168,3.060695,0.201134,0.165563,1.579895,0.002207,0.213605,-25.221328,-0.254600,-0.123070,-0.067045,-0.836097,0.355954,-0.230079,-0.003278,0.315947,0.398712,-0.338331,-0.165002,0.227020,0.003510,0.002762,0.003911,0.005888,0.005466,0.002613,0.002348,0.001566,0.002154,0.003679,0.003824,0.003445,0.002535,0.008765,0.002713,0.114059,0.008246,0.009514,0.100558,0.000732,0.008835,0.440956,0.254472,0.218326,0.229731,0.192226,0.180294,0.160257,0.157880,0.162275,0.163316,0.153782,0.145623,0.144488,0.002103,0.001875,0.002656,0.003951,0.003559,0.001652,0.001415,0.001082,0.001401,0.002285,0.002192,0.002120,0.001208,Bent-Beak-Riffraff
0.128047,0.003943,3.065335,0.154245,0.114990,1.004814,0.005002,0.185313,-33.108193,-1.904250,0.836400,0.314720,0.316670,0.348303,0.074869,0.391281,-0.053502,0.243142,-0.000052,0.115353,0.061388,0.001096,0.001048,0.004653,0.001790,0.017988,0.005137,0.010107,0.002639,0.001774,0.002275,0.003684,0.001238,0.007458,0.016325,0.006260,0.194509,0.017514,0.025015,0.253933,0.004227,0.047085,1.131444,0.389762,0.316083,0.274204,0.217197,0.227580,0.189014,0.191624,0.185130,0.169138,0.158080,0.154447,0.159445,0.000975,0.000960,0.004197,0.001785,0.015251,0.006024,0.011220,0.003093,0.001833,0.002184,0.003380,0.001222,0.005329,Bent-Beak-Riffraff
0.307703,0.001611,3.173998,0.319758,0.218803,2.120459,0.003019,0.508723,-28.893918,0.197182,-0.164375,-0.078542,-0.098034,0.126020,0.250029,-0.051896,0.053576,-0.025365,-0.086604,0.010103,0.031277,0.005648,0.003084,0.014837,0.004383,0.008011,0.003954,0.012508,0.003899,0.003883,0.004596,0.007338,0.004226,0.005826,0.037731,0.002046,0.192442,0.020358,0.015427,0.345941,0.001742,0.058612,0.587101,0.398985,0.264985,0.242121,0.204341,0.191677,0.183865,0.159205,0.164324,0.170523,0.160592,0.160660,0.157443,0.004460,0.002743,0.012233,0.002849,0.004530,0.002528,0.011778,0.002634,0.002645,0.003592,0.006730,0.003066,0.004440,Bent-Beak-Riffraff
0.194844,0.003305,3.170616,0.269037,0.204110,1.319362,0.004514,0.304097,-35.547990,-2.896558,-0.945877,-0.674385,0.364752,0.127971,0.365199,-0.123194,0.054484,-0.148075,-0.095043,-0.028584,0.022289,0.001790,0.001391,0.001337,0.001492,0.001222,0.001872,0.002338,0.002989,0.003388,0.004692,0.003619,0.003041,0.003371,0.029312,0.007420,0.106864,0.023306,0.014204,0.435423,0.003791,0.097582,1.043214,0.650223,0.665350,0.309240,0.236298,0.264198,0.219874,0.222849,0.185242,0.179278,0.181628,0.153211,0.130731,0.001767,0.001144,0.001462,0.001536,0.001180,0.002791,0.002348,0.003431,0.003537,0.004751,0.003738,0.004203,0.002867,Bent-Beak-Riffraff
0.155801,0.003355,3.195845,0.202065,0.169739,1.389971,0.003556,0.204367,-29.113694,1.207623,-0.062752,-0.870369,-0.441842,-0.435905,-0.065881,-0.197324,-0.097705,-0.112610,-0.076571,0.024880,-0.018185,0.007597,0.005076,0.007139,0.010576,0.011000,0.005968,0.008123,0.002536,0.005020,0.007548,0.006718,0.006424,0.005668,0.017964,0.006541,0.108094,0.008087,0.014165,0.236851,0.002410,0.014477,0.274224,0.274527,0.216180,0.202630,0.187337,0.161744,0.160422,0.154088,0.157775,0.149192,0.140523,0.143596,0.134634,0.006244,0.004021,0.005092,0.006728,0.007575,0.004486,0.006184,0.002225,0.004365,0.005846,0.005621,0.006236,0.002583,Bent-Beak-Riffraff
0.053699,0.002538,3.196665,0.100246,0.132735,0.306495,0.004438,0.073848,-26.877605,1.626428,-0.482467,-0.040207,-0.271268,-0.154052,-0.204259,-0.103991,-0.044369,-0.013433,-0.010872,0.029051,-0.013216,0.012021,0.006893,0.025937,0.011568,0.014314,0.013262,0.075098,0.004343,0.010413,0.012174,0.014298,0.008877,0.021108,0.016674,0.003444,0.076145,0.014117,0.021486,0.110182,0.002016,0.021999,0.194055,0.194810,0.171445,0.169051,0.156495,0.156891,0.155550,0.147557,0.146883,0.143082,0.141669,0.134672,0.126172,0.007124,0.005309,0.019001,0.007612,0.008952,0.009236,0.050080,0.003993,0.007389,0.007996,0.007897,0.006312,0.012941,Bent-Beak-Riffraff
0.332548,0.000648,3.204214,0.343935,0.179127,0.906511,0.002314,0.367733,-33.037685,-1.055992,0.419853,-0.332739,-0.566976,-0.168467,-0.115193,0.105628,0.032480,0.030631,0.099581,0.099558,0.003692,0.001095,0.003532,0.001733,0.000435,0.000361,0.000417,0.000400,0.000353,0.000309,0.000435,0.000681,0.001284,0.001451,0.018027,0.000413,0.072052,0.018724,0.010068,0.266850,0.000795,0.014039,0.491862,0.318900,0.235537,0.190932,0.197859,0.179882,0.171512,0.167744,0.157365,0.150651,0.159300,0.152705,0.144763,0.001134,0.003342,0.001742,0.000353,0.000335,0.000418,0.000384,0.000437,0.000344,0.000555,0.000786,0.001336,0.001144,Bent-Beak-Riffraff
0.010826,0.025400,2.667514,0.106953,0.198680,0.059897,0.035343,0.006940,-27.953411,2.170525,0.224952,0.387396,0.219096,0.200488,0.134995,0.131619,0.091327,0.088963,0.084141,0.042787,0.081758,0.000583,0.000119,0.118473,0.000407,0.038243,0.000350,0.244791,0.000079,0.000238,0.000749,0.004836,0.000204,0.082055,0.009268,0.016816,0.258362,0.022813,0.024370,0.056027,0.028206,0.008551,1.437324,0.268233,0.220802,0.154899,0.141264,0.135342,0.128124,0.126813,0.122895,0.120232,0.112876,0.104572,0.102276,0.000693,0.000126,0.093277,0.000469,0.034882,0.000454,0.122178,0.000098,0.000275,0.000885,0.005238,0.000302,0.023994,Bent-Beak-Riffraff
0.023986,0.005210,2.694587,0.115724,0.193858,0.143047,0.027716,0.020685,-30.433418,2.015563,0.289908,0.128250,0.226354,0.104672,0.190395,0.143315,0.144933,0.026520,0.053059,0.059860,0.068266,0.000562,0.000134,0.095496,0.000565,0.041789,0.000454,0.224070,0.000150,0.000435,0.000995,0.005185,0.000680,0.072790,0.020220,0.006335,0.273462,0.022645,0.024731,0.122804,0.021733,0.020874,1.214330,0.407133,0.355070,0.258147,0.211779,0.186617,0.177623,0.172393,0.155279,0.144315,0.135810,0.133119,0.125082,0.000618,0.000147,0.077197,0.000624,0.035871,0.000686,0.121502,0.000265,0.000630,0.001298,0.005821,0.001213,0.026434,Bent-Beak-Riffraff
0.127021,0.046251,3.031801,0.195199,0.159152,1.130818,0.006081,0.234342,-25.973193,1.259786,0.668050,0.269973,0.525960,0.198551,0.255212,0.121185,0.316849,0.070856,0.155603,0.083599,0.133505,0.001091,0.000396,0.061248,0.000784,0.016883,0.000715,0.180485,0.000469,0.000545,0.001882,0.013160,0.002295,0.055012,0.039031,0.038458,0.155821,0.017871,0.015114,0.351466,0.004269,0.073277,0.902758,0.527440,0.382843,0.279363,0.247122,0.200263,0.208845,0.197877,0.198735,0.177154,0.184690,0.176190,0.152608,0.001270,0.000495,0.050273,0.000894,0.015793,0.000671,0.100645,0.000882,0.000675,0.002564,0.011962,0.003508,0.024409,Bent-Beak-Riffraff
0.164573,0.002709,3.194734,0.214695,0.181578,1.456636,0.003928,0.239672,-32.794103,-2.110989,-1.134267,-0.607820,-0.894515,0.023003,0.168603,0.420345,0.036824,0.053171,0.043137,-0.071931,-0.078046,0.002563,0.003210,0.003981,0.004932,0.003983,0.003341,0.002869,0.002509,0.002825,0.003208,0.002726,0.002699,0.003119,0.030632,0.004864,0.117967,0.026929,0.017805,0.290682,0.003351,0.048861,1.070318,0.636001,0.476021,0.448940,0.316195,0.222218,0.181297,0.191419,0.221905,0.181097,0.172525,0.156419,0.147772,0.002315,0.002928,0.003318,0.003996,0.003598,0.002461,0.002249,0.002451,0.003441,0.003189,0.002261,0.002470,0.002137,Bent-Beak-Riffraff
0.170831,0.003372,3.194184,0.214080,0.189741,1.245168,0.004591,0.224182,-31.341643,-1.630474,-0.724503,-1.167276,-0.219730,-0.136598,-0.258315,0.014362,-0.087759,-0.038197,-0.038844,-0.127558,0.069462,0.001678,0.001949,0.002851,0.003709,0.002661,0.002434,0.002906,0.003700,0.004173,0.004135,0.004024,0.002400,0.003397,0.026321,0.005154,0.108389,0.017525,0.014856,0.280456,0.003536,0.033922,0.712191,0.403193,0.365313,0.290915,0.264395,0.238555,0.230012,0.185671,0.183359,0.176624,0.187228,0.170307,0.156462,0.001486,0.001538,0.002553,0.003655,0.002605,0.002028,0.002624,0.003385,0.003603,0.005061,0.004973,0.002392,0.002642,Bent-Beak-Riffraff
0.034232,0.003504,2.693039,0.139343,0.193946,0.199614,0.019480,0.017152,-30.488764,1.713447,0.311714,0.411256,0.212028,0.303996,0.146285,0.099959,0.079859,0.105229,0.101063,0.082480,0.012602,0.000855,0.000238,0.126963,0.000503,0.039447,0.000416,0.204049,0.000291,0.000332,0.000963,0.005994,0.000263,0.073637,0.023920,0.003624,0.269288,0.019315,0.020073,0.144042,0.013930,0.025282,1.205218,0.485889,0.275097,0.231924,0.210149,0.225206,0.171897,0.169901,0.155105,0.151972,0.146868,0.144243,0.135878,0.001351,0.000408,0.099533,0.000641,0.034930,0.000483,0.113853,0.000604,0.000455,0.001353,0.007187,0.000434,0.024393,Bent-Beak-Riffraff
0.254533,0.000870,3.197208,0.255048,0.140940,1.271382,0.003129,0.324114,-32.343886,-1.525656,-0.411760,-0.289816,-0.225260,-0.058868,-0.267778,-0.004503,0.003831,-0.153438,0.009177,-0.021236,-0.043615,0.002555,0.003882,0.001544,0.001551,0.001597,0.001377,0.000806,0.000889,0.000599,0.000961,0.005272,0.003045,0.003403,0.038212,0.000987,0.110925,0.021639,0.012659,0.331807,0.001653,0.038909,0.606558,0.453133,0.391045,0.280580,0.263431,0.252908,0.239987,0.220553,0.212696,0.197346,0.198774,0.189716,0.184915,0.002757,0.003838,0.001787,0.002077,0.002154,0.001794,0.000908,0.001259,0.000591,0.001265,0.006900,0.003377,0.003130,Bent-Beak-Riffraff
0.282398,0.005227,3.181869,0.323214,0.212755,1.559577,0.003555,0.350747,-32.021899,-0.553272,0.213391,-0.216470,-0.085225,-0.141274,0.010709,-0.103822,0.000793,-0.061261,-0.036698,-0.042822,0.024703,0.001514,0.001217,0.001866,0.001858,0.001098,0.001313,0.001520,0.001309,0.002581,0.002877,0.001823,0.001172,0.002031,0.036942,0.008617,0.117560,0.031693,0.021257,0.425130,0.003078,0.055982,0.662061,0.346539,0.295833,0.245203,0.245187,0.204258,0.195944,0.201657,0.179967,0.172621,0.149125,0.164515,0.157374,0.001760,0.001021,0.001437,0.002082,0.001224,0.000883,0.001116,0.001741,0.002374,0.002442,0.002470,0.001543,0.001530,Bent-Beak-Riffraff
0.254913,0.006767,3.115201,0.300783,0.192483,0.774140,0.004040,0.274407,-31.285265,-0.380538,0.100725,-0.226541,-0.075001,-0.080506,0.096855,-0.064251,0.013569,-0.090189,-0.052694,-0.068706,-0.010973,0.000821,0.000392,0.000540,0.000406,0.000375,0.000302,0.000430,0.000887,0.004788,0.008749,0.001009,0.000601,0.003158,0.023120,0.009413,0.112439,0.023358,0.017675,0.277655,0.003086,0.035636,0.474977,0.345568,0.306100,0.243963,0.235120,0.201230,0.195631,0.184514,0.179265,0.170475,0.170105,0.172120,0.161217,0.001311,0.000361,0.000427,0.000386,0.000339,0.000221,0.000407,0.001178,0.003463,0.006240,0.001650,0.000911,0.001745,Bent-Beak-Riffraff
0.244231,0.000887,3.160913,0.235086,0.137183,1.428071,0.003228,0.336614,-31.016115,0.278617,0.218050,-0.774548,0.338348,-0.667557,0.370254,-0.475779,0.346414,-0.258093,0.297229,-0.120026,0.174506,0.002026,0.001503,0.000845,0.000463,0.000544,0.000838,0.001841,0.000547,0.000846,0.002079,0.003326,0.003495,0.001722,0.030306,0.000504,0.129080,0.018243,0.013005,0.265017,0.001068,0.028553,0.478672,0.249364,0.211817,0.186104,0.178420,0.180532,0.149379,0.163137,0.151265,0.154836,0.150131,0.144285,0.141567,0.001602,0.001224,0.000564,0.000318,0.000328,0.000524,0.001532,0.000439,0.000686,0.001649,0.002831,0.003616,0.001067,Bent-Beak-Riffraff
0.262162,0.004194,3.071695,0.260289,0.131211,1.305445,0.004859,0.315676,-32.107911,0.604229,0.641513,-0.344057,0.393766,-0.419000,0.234350,-0.163000,0.188414,0.022735,0.093579,0.130147,-0.073507,0.002720,0.001187,0.001381,0.001017,0.002616,0.002773,0.001767,0.000706,0.001194,0.001258,0.001449,0.000912,0.002035,0.022444,0.006559,0.116452,0.013687,0.012261,0.272151,0.007757,0.026521,0.595347,0.322972,0.223484,0.195282,0.186800,0.190088,0.170130,0.168988,0.158850,0.159857,0.160168,0.158835,0.151125,0.003261,0.001392,0.001662,0.000772,0.003261,0.002027,0.001739,0.000743,0.000930,0.001158,0.002205,0.001334,0.001870,Bent-Beak-Riffraff
0.444182,0.027547,3.189691,0.425433,0.135385,0.607417,0.006184,0.473952,-28.949104,-1.200977,-0.077280,-0.531438,-0.164358,0.129762,0.193624,0.247127,0.122204,0.262294,-0.001528,0.124486,-0.088324,0.000144,0.000074,0.000335,0.000249,0.000742,0.003401,0.009609,0.000743,0.000338,0.000228,0.000320,0.000605,0.003112,0.018845,0.009195,0.054586,0.015403,0.009627,0.162351,0.004808,0.008795,0.630126,0.521198,0.481130,0.347821,0.288637,0.230320,0.190895,0.211646,0.197266,0.182532,0.170340,0.153491,0.145693,0.000243,0.000056,0.000374,0.000218,0.000736,0.003694,0.007935,0.000790,0.000472,0.000418,0.000637,0.001841,0.002467,Bent-Beak-Riffraff
0.225369,0.004256,3.182775,0.230458,0.125349,1.493948,0.004935,0.279677,-36.745496,-3.173648,1.873623,-0.918610,0.146198,0.282012,-0.408368,0.299315,-0.079515,-0.110797,0.205531,-0.166960,0.062419,0.003212,0.001271,0.000859,0.000737,0.000457,0.000553,0.003916,0.002043,0.002218,0.002233,0.000923,0.001289,0.002932,0.024912,0.006462,0.120491,0.016825,0.014372,0.279755,0.005819,0.027033,2.016020,0.892864,0.439904,0.220532,0.167122,0.207312,0.204610,0.151697,0.104864,0.103888,0.105326,0.089665,0.076442,0.003100,0.001392,0.000888,0.000734,0.000482,0.000629,0.002756,0.002154,0.003303,0.003165,0.001605,0.001793,0.002179,Bent-Beak-Riffraff
0.217107,0.004887,3.201128,0.218788,0.158110,1.500301,0.003017,0.288848,-29.400090,-0.232419,-0.924260,-0.184032,-0.217082,-0.088317,-0.065320,-0.026256,-0.011035,0.038122,0.025067,0.072216,-0.018123,0.004852,0.003502,0.003878,0.003383,0.004272,0.003641,0.005611,0.002935,0.003333,0.005781,0.004622,0.003598,0.002813,0.022829,0.006329,0.140222,0.015707,0.009276,0.304996,0.001983,0.029691,0.436446,0.228790,0.224852,0.198861,0.186177,0.168426,0.162269,0.156730,0.156372,0.148485,0.155508,0.144722,0.145306,0.003152,0.002658,0.002417,0.002198,0.003207,0.002682,0.004149,0.002292,0.002142,0.004601,0.002857,0.002261,0.001669,Bent-Beak-Riffraff
0.544449,0.005709,3.210214,0.542293,0.306181,2.161918,0.004495,0.835406,-29.500198,0.374226,0.671643,0.308639,0.271262,0.144691,0.174964,0.114942,0.219523,0.123488,0.206833,0.118264,0.109885,0.007123,0.000768,0.052383,0.000787,0.001437,0.000732,0.022809,0.000730,0.001327,0.001437,0.004474,0.002453,0.016667,0.053882,0.009668,0.077365,0.025406,0.020847,0.372546,0.003726,0.084376,0.369327,0.303159,0.213781,0.207490,0.174003,0.166212,0.149852,0.146218,0.154007,0.149454,0.141915,0.144206,0.123411,0.005221,0.000454,0.016657,0.000486,0.001080,0.000524,0.018472,0.000689,0.001012,0.001084,0.003540,0.002156,0.005272,Bent-Beak-Riffraff
0.583110,0.006383,3.237251,0.568414,0.315733,2.101289,0.003376,0.902202,-27.279632,1.630814,0.311581,0.302398,0.298013,0.192586,0.132729,0.083258,0.153740,0.033537,0.173043,0.046565,0.080173,0.005945,0.001606,0.039736,0.001431,0.003297,0.001448,0.009179,0.000724,0.002557,0.003081,0.006599,0.001913,0.011230,0.054329,0.006546,0.057209,0.026575,0.019227,0.282123,0.001467,0.058334,0.306560,0.313267,0.245736,0.240259,0.208054,0.180774,0.173448,0.153593,0.150745,0.165784,0.155441,0.151852,0.133906,0.003725,0.001227,0.019173,0.001085,0.003136,0.001100,0.008859,0.000543,0.001920,0.001932,0.007639,0.002974,0.005698,Bent-Beak-Riffraff
0.488986,0.016513,3.172403,0.493743,0.233952,1.832373,0.007200,0.665545,-28.435207,0.154173,0.946943,-0.098725,0.584491,-0.054124,0.337437,0.005385,0.251634,0.062265,0.260488,0.067587,0.152409,0.001149,0.000720,0.019834,0.000364,0.001212,0.001046,0.023230,0.001079,0.001726,0.004305,0.004773,0.000728,0.008724,0.060679,0.024337,0.111770,0.023425,0.025609,0.470238,0.005765,0.085539,0.538772,0.437136,0.416130,0.424920,0.318551,0.210497,0.205585,0.213670,0.173084,0.153554,0.162206,0.152845,0.147934,0.001251,0.001191,0.016213,0.000202,0.000721,0.000680,0.019359,0.001412,0.001569,0.005571,0.003425,0.001124,0.006142,Bent-Beak-Riffraff
0.177279,0.003076,3.064426,0.290948,0.266773,1.225266,0.006448,0.284537,-28.238893,1.478022,0.181063,0.019763,0.131297,0.173727,0.112348,-0.042274,0.129344,0.059663,0.094530,0.098535,0.044626,0.007724,0.002784,0.103902,0.004629,0.009117,0.006882,0.076678,0.002149,0.004180,0.006625,0.042680,0.004362,0.038630,0.058280,0.004467,0.187958,0.034819,0.017706,0.432763,0.004949,0.121703,0.507573,0.376608,0.286012,0.238435,0.220612,0.207268,0.194060,0.188562,0.175604,0.164924,0.161388,0.154578,0.148112,0.006226,0.002459,0.068186,0.003499,0.006830,0.005990,0.046936,0.002102,0.003500,0.004711,0.033399,0.003951,0.016664,Bent-Beak-Riffraff
0.257069,0.000932,3.023622,0.368673,0.264592,1.656506,0.002773,0.425925,-31.453272,1.017885,0.612936,0.211145,0.301978,0.131471,0.195491,0.102953,0.142217,0.078777,0.101181,0.069246,0.071340,0.001445,0.000528,0.108328,0.001586,0.006477,0.000916,0.104999,0.000417,0.000704,0.001824,0.011603,0.000781,0.042593,0.049240,0.001081,0.183918,0.022744,0.011779,0.395570,0.001898,0.103242,0.463814,0.315620,0.197117,0.173501,0.162758,0.154530,0.145851,0.145675,0.142293,0.140026,0.144115,0.138604,0.134508,0.001248,0.000358,0.064551,0.001189,0.006210,0.000668,0.053940,0.000374,0.000564,0.001750,0.009714,0.000760,0.017320,Bent-Beak-Riffraff
0.213733,0.007330,3.083724,0.243146,0.155276,1.164976,0.007354,0.260903,-35.403884,-1.196626,0.673436,0.049340,0.164719,-0.287798,0.159305,0.105786,0.163311,0.129270,0.152403,0.123314,0.022026,0.001464,0.001636,0.001572,0.001207,0.001736,0.000999,0.004232,0.000556,0.000570,0.000922,0.002751,0.003111,0.002705,0.026180,0.012396,0.234810,0.018868,0.013004,0.385743,0.006920,0.041800,1.202386,0.403443,0.325960,0.299255,0.252044,0.229157,0.226820,0.218372,0.196237,0.207632,0.180163,0.178232,0.163773,0.002883,0.001922,0.001303,0.001391,0.001863,0.001249,0.004369,0.001084,0.001118,0.001878,0.003767,0.004113,0.001920,Bent-Beak-Riffraff
0.198222,0.005997,3.205039,0.217078,0.161019,1.364159,0.003620,0.283365,-27.881296,1.188799,1.139313,0.577096,0.204629,0.047104,0.200219,0.162989,0.141591,0.204500,-0.039907,0.071122,-0.054805,0.001950,0.000533,0.028845,0.001692,0.020038,0.000766,0.046418,0.002379,0.002052,0.004933,0.013712,0.001494,0.017071,0.022916,0.005771,0.078780,0.012887,0.012556,0.252398,0.001762,0.020002,0.545767,0.420616,0.317238,0.285101,0.214319,0.208235,0.184428,0.182650,0.167439,0.174241,0.166560,0.165535,0.159312,0.001563,0.000523,0.020286,0.001499,0.017041,0.000712,0.032432,0.002171,0.001912,0.004554,0.009858,0.001920,0.008417,Bent-Beak-Riffraff
0.216704,0.006654,3.183444,0.230328,0.147009,0.848000,0.004284,0.248077,-29.352939,1.148689,1.139411,0.191730,0.788039,0.022512,0.224846,0.084915,0.185346,0.048227,0.119795,0.033144,0.056644,0.000933,0.000217,0.006837,0.000524,0.009157,0.000503,0.011735,0.006662,0.000538,0.002043,0.007309,0.000622,0.006206,0.015396,0.007402,0.080097,0.011521,0.012018,0.209038,0.002174,0.015601,0.457850,0.417798,0.306288,0.268473,0.242906,0.221142,0.225849,0.209727,0.191923,0.189445,0.183740,0.178090,0.162837,0.000963,0.000244,0.004781,0.000413,0.004830,0.000371,0.008799,0.006071,0.000688,0.001363,0.006287,0.001179,0.003022,Bent-Beak-Riffraff
0.111042,0.002218,3.169660,0.156280,0.170941,0.998825,0.003630,0.185887,-26.490843,1.628725,0.321021,-0.106587,0.048561,-0.202597,0.009256,-0.148375,-0.015314,-0.076653,-0.022435,-0.022858,-0.055812,0.015591,0.004347,0.020682,0.013936,0.019163,0.012370,0.018991,0.002483,0.009044,0.016895,0.017932,0.006134,0.010595,0.032561,0.002634,0.125419,0.016031,0.014868,0.295698,0.001538,0.070119,0.417205,0.288069,0.220968,0.211967,0.193857,0.179102,0.168272,0.155568,0.149931,0.147117,0.139649,0.141585,0.139023,0.011358,0.003412,0.013092,0.010715,0.012057,0.009654,0.011359,0.002135,0.006459,0.009759,0.010877,0.004806,0.003914,Bent-Beak-Riffraff
0.192707,0.001186,3.163797,0.209372,0.143634,1.442293,0.003044,0.242165,-36.488144,-1.196629,-0.252005,0.064076,0.058864,0.017871,0.037943,0.013346,0.065937,0.062375,0.016710,0.110808,-0.073298,0.001512,0.001382,0.003223,0.001236,0.001274,0.001941,0.014311,0.003746,0.002619,0.001613,0.001649,0.001477,0.004268,0.017549,0.002448,0.240529,0.021855,0.017506,0.278413,0.002259,0.034545,0.695264,0.340252,0.296019,0.227749,0.197614,0.186533,0.174528,0.169122,0.165376,0.156417,0.157804,0.154436,0.144278,0.001442,0.001002,0.002719,0.000911,0.000879,0.001470,0.010058,0.003294,0.002325,0.001248,0.001180,0.001227,0.002736,Bent-Beak-Riffraff
